Geographic Area,CITY POPULATION
"La Joya,  Texas","5,129"
"Lake Bridgeport,  Texas",387
"Lake ,  Texas",489
"Lake Dallas,  Texas","7,915"
"Lake Jackson,  Texas","28,158"
"Lakeport,  Texas",992
"Lakeside,  Texas",361
"Lakeside,  Texas","1,612"
"Lakeside ,  Texas","1,306"
"Lake Tanglewood village,   Texas",735
"Lakeview,  Texas",60
"Lakeway,  Texas","19,056"
"Lakewood Village,  Texas",781
"Lake Worth,  Texas","4,813"
"La Marque,  Texas","20,194"
"Lamesa,  Texas","8,108"
"Lampasas,  Texas","7,936"
"Lancaster,  Texas","40,780"
"La Porte,  Texas","38,046"
"Laredo,  Texas","261,260"
"Latexo,  Texas",243
"La Vernia,  Texas","1,483"
"La Villa,  Texas","3,179"
"Lavon,  Texas","8,491"
"La Ward,  Texas",196
"Lawn,  Texas",315
"League ,  Texas","118,456"
"Leakey,  Texas",323
"Leander,  Texas","87,511"
"Leary,  Texas",456
"Lefors,  Texas",417
"Leona,  Texas",164
"Leonard,  Texas","2,203"
"Leon Valley,  Texas","11,424"
"Leroy,  Texas",358
"Levelland,  Texas","12,494"
"Lewisville,  Texas","135,983"
"Lexington,  Texas","1,319"
"Liberty,  Texas","8,974"
"Liberty Hill,  Texas","11,984"
"Lindale,  Texas","7,227"
"Linden,  Texas","1,812"
"Lindsay,  Texas","1,264"
"Lipan,  Texas",546
"Little Elm,  Texas","61,219"
"Littlefield,  Texas","5,740"
"Little River-Academy,  Texas","2,025"
"Live Oak,  Texas","16,218"
"Liverpool,  Texas",551
"Livingston,  Texas","5,562"
"Llano,  Texas","3,602"
"Lockhart,  Texas","17,166"
"Lockney,  Texas","1,380"
"Log Cabin,  Texas",855
"Lometa,  Texas",801
"Lone Oak,  Texas",804
"Lone Star,  Texas","1,407"
"Longview,  Texas","83,668"
"Loraine,  Texas",497
"Lorena,  Texas","1,794"
"Lorenzo,  Texas",946
"Los Fresnos,  Texas","8,563"
"Los Indios,  Texas","1,042"
"Los Ybanez,  Texas",20
"Lott,  Texas",678
"Lovelady,  Texas",590
"Lowry Crossing,  Texas","2,028"
"Lubbock,  Texas","272,086"
"Lucas,  Texas","8,840"
"Lueders,  Texas",261
"Lufkin,  Texas","34,399"
"Luling,  Texas","5,752"
"Lumberton,  Texas","14,255"
"Lyford,  Texas","2,209"
"Lytle,  Texas","3,325"
"Mabank,  Texas","7,021"
"McAllen,  Texas","148,782"
"McCamey,  Texas","1,728"
"McGregor,  Texas","6,161"
"McKinney,  Texas","227,526"
"McLean,  Texas",648
"McLendon-Chisholm,  Texas","5,291"
"Madisonville,  Texas","4,642"
"Magnolia,  Texas","6,506"
"Malakoff,  Texas","2,257"
"Malone,  Texas",250
"Manor,  Texas","21,500"
"Mansfield,  Texas","80,803"
"Manvel,  Texas","19,309"
"Marble Falls,  Texas","9,413"
"Marfa,  Texas","1,641"
"Marietta,  Texas",115
"Marion,  Texas","1,098"
"Marlin,  Texas","5,572"
"Marquez,  Texas",190
"Marshall,  Texas","24,263"
"Mart,  Texas","1,843"
"Martindale,  Texas","1,266"
"Mason,  Texas","2,152"
"Matador,  Texas",540
"Mathis,  Texas","4,292"
"Maud,  Texas",985
"Maypearl,  Texas",971
"Meadow,  Texas",612
"Meadowlakes,  Texas","1,843"
"Meadows Place,  Texas","4,630"
"Megargel,  Texas",178
"Melissa,  Texas","26,194"
"Melvin,  Texas",121
"Memphis,  Texas","2,041"
"Menard,  Texas","1,309"
"Mercedes,  Texas","17,535"
"Meridian,  Texas","1,423"
"Merkel,  Texas","2,494"
"Mertens,  Texas",156
"Mertzon,  Texas",762
"Mesquite,  Texas","150,140"
"Mexia,  Texas","6,916"
"Miami,  Texas",542
"Midland,  Texas","143,687"
"Midlothian,  Texas","44,104"
"Midway,  Texas",186
"Milano,  Texas",432
"Mildred,  Texas",458
"Miles,  Texas",934
"Milford,  Texas",801
"Miller's Cove,  Texas",73
"Millsap,  Texas",422
"Mineola,  Texas","5,380"
"Mineral Wells,  Texas","15,688"
"Mingus,  Texas",242
"Mission,  Texas","88,574"
"Missouri ,  Texas","78,582"
"Mobeetie,  Texas",84
"Mobile ,  Texas",169
"Monahans,  Texas","7,334"
"Mont Belvieu,  Texas","10,229"
"Montgomery,  Texas","2,860"
"Moody,  Texas","1,620"
"Moore Station,  Texas",170
"Moran,  Texas",234
"Morgan,  Texas",470
"Morgan's Point,  Texas",273
"Morgan's Point Resort,  Texas","4,771"
"Morton,  Texas","1,712"
"Moulton,  Texas",858
"Mountain ,  Texas",676
"Mount Calm,  Texas",319
"Mount Enterprise,  Texas",512
"Mount Pleasant,  Texas","16,238"
"Mount Vernon,  Texas","2,601"
"Muenster,  Texas","1,725"
"Muleshoe,  Texas","5,218"
"Mullin,  Texas",128
"Munday,  Texas","1,214"
"Murchison,  Texas",516
"Murphy,  Texas","21,109"
"Mustang Ridge,  Texas","1,002"
"Nacogdoches,  Texas","32,381"
"Naples,  Texas","1,411"
"Nash,  Texas","4,208"
"Nassau Bay,  Texas","5,229"
"Natalia,  Texas","1,356"
"Navarro,  Texas",244
"Navasota,  Texas","9,471"
"Nazareth,  Texas",310
"Nederland,  Texas","18,168"
"Needville,  Texas","3,139"
"Nevada,  Texas","1,511"
"Newark,  Texas","1,288"
"New Berlin,  Texas",711
"New Boston,  Texas","4,546"
"New Braunfels,  Texas","116,477"
"Newcastle,  Texas",539
"New Chapel Hill,  Texas",649
"New Deal,  Texas",748
"New Fairview,  Texas","1,631"
"New Home,  Texas",355
"New Hope,  Texas",684
"New London,  Texas",988
"New Summerfield,  Texas",906
"Newton,  Texas","1,571"
"New Waverly,  Texas","1,014"
"Neylandville,  Texas",74
"Niederwald,  Texas",720
"Nixon,  Texas","2,389"
"Nocona,  Texas","3,236"
"Nolanville,  Texas","7,395"
"Nome,  Texas",470
"Noonday,  Texas",777
"Nordheim,  Texas",345
"Normangee,  Texas",547
"North Cleveland,  Texas",288
"Northlake,  Texas","10,746"
"North Richland Hills,  Texas","71,436"
"Novice,  Texas",124
"Oak Grove,  Texas",866
"Oak Leaf,  Texas","1,685"
"Oak Point,  Texas","6,826"
"Oak Ridge,  Texas",296
"Oak Ridge,  Texas","1,475"
"Oak Ridge North,  Texas","3,003"
"Oak Valley,  Texas",415
"Oakwood,  Texas",405
"O'Brien,  Texas",91
"Odem,  Texas","2,292"
"Odessa,  Texas","119,748"
"O'Donnell,  Texas",740
"Oglesby,  Texas",445
"Old River-Winfree,  Texas","1,383"
"Olmos Park,  Texas","2,155"
"Olney,  Texas","3,029"
"Olton,  Texas","1,933"
"Omaha,  Texas",939
"Onalaska,  Texas","3,367"
"Opdyke West,  Texas",234
"Orange,  Texas","19,275"
"Orange Grove,  Texas","1,182"
"Orchard,  Texas",343
"Ore ,  Texas","1,199"
"Overton,  Texas","2,305"
"Ovilla,  Texas","4,771"
"Oyster Creek,  Texas","1,234"
"Paducah,  Texas",967
"Paint Rock,  Texas",242
"Palacios,  Texas","4,373"
"Palestine,  Texas","19,583"
"Palisades village,   Texas",292
"Palmer,  Texas","2,621"
"Palmhurst,  Texas","2,602"
"Palm Valley,  Texas","1,353"
"Palmview,  Texas","16,030"
"Pampa,  Texas","16,487"
"Panhandle,  Texas","2,315"
"Panorama Village,  Texas","2,521"
"Pantego,  Texas","2,495"
"Paradise,  Texas",765
"Paris,  Texas","25,037"
"Parker,  Texas","6,332"
"Pasadena,  Texas","149,617"
"Pattison,  Texas",628
"Patton Village,  Texas","1,980"
"Payne Springs,  Texas",772
"Pearland,  Texas","129,620"
"Pearsall,  Texas","9,541"
"Peaster,  Texas",634
"Pecan Gap,  Texas",186
"Pecan Hill,  Texas",748
"Pelican Bay,  Texas","2,674"
"Penelope,  Texas",189
"Penitas,  Texas","6,568"
"Perryton,  Texas","8,219"
"Petersburg,  Texas",971
"Petrolia,  Texas",537
"Petronila,  Texas",85
"Pflugerville,  Texas","66,819"
"Pharr,  Texas","81,142"
"Pilot Point,  Texas","6,771"
"Pine Forest,  Texas",505
"Pinehurst,  Texas","2,226"
"Pine Island,  Texas","1,183"
"Pineland,  Texas",896
"Piney Point Village,  Texas","3,143"
"Pittsburg,  Texas","4,552"
"Plains,  Texas","1,358"
"Plainview,  Texas","19,429"
"Plano,  Texas","293,286"
"Plantersville,  Texas",519
"Pleak village,   Texas","1,182"
"Pleasanton,  Texas","11,409"
"Pleasant Valley,  Texas",359
"Plum Grove,  Texas","1,639"
"Poetry,  Texas","1,559"
"Point,  Texas",817
"Point Blank,  Texas",691
"Point Comfort,  Texas",562
"Point Venture village,   Texas","1,243"
"Ponder,  Texas","2,875"
"Port Aransas,  Texas","3,616"
"Port Arthur,  Texas","55,799"
"Port Isabel,  Texas","5,210"
"Portland,  Texas","20,725"
"Port Lavaca,  Texas","11,299"
"Port Neches,  Texas","13,709"
"Post,  Texas","3,594"
"Post Oak Bend,  Texas",943
"Poteet,  Texas","3,005"
"Poth,  Texas","1,992"
"Pottsboro,  Texas","2,780"
"Powell,  Texas",111
"Poynor,  Texas",290
"Prairie View,  Texas","8,662"
"Premont,  Texas","2,401"
"Presidio,  Texas","3,047"
"Primera,  Texas","5,449"
"Princeton,  Texas","37,019"
"Progreso,  Texas","5,182"
"Progreso Lakes,  Texas",275
"Prosper,  Texas","44,503"
"Providence Village,  Texas","10,350"
"Putnam,  Texas",77
"Pyote,  Texas",69
"Quanah,  Texas","2,181"
"Queen ,  Texas","1,391"
"Quinlan,  Texas","1,561"
"Quintana,  Texas",25
"Quitaque,  Texas",358
"Quitman,  Texas","2,043"
"Ralls,  Texas","1,613"
"Rancho Viejo,  Texas","2,863"
"Ranger,  Texas","2,343"
"Rankin,  Texas",736
"Ransom Canyon,  Texas","1,180"
"Ravenna,  Texas",192
"Raymondville,  Texas","10,107"
"Red Lick,  Texas",930
"Red Oak,  Texas","19,365"
"Redwater,  Texas",861
"Refugio,  Texas","2,788"
"Reklaw,  Texas",345
"Reno,  Texas","3,549"
"Reno,  Texas","3,650"
"Retreat,  Texas",436
"Rhome,  Texas","1,926"
"Rice,  Texas","1,254"
"Richardson,  Texas","118,221"
"Richland,  Texas",273
"Richland Hills,  Texas","8,546"
"Richland Springs,  Texas",246
"Richmond,  Texas","13,305"
"Richwood,  Texas","4,835"
"Riesel,  Texas","1,063"
"Rio Bravo,  Texas","4,436"
"Rio Grande ,  Texas","15,526"
"Rio Hondo,  Texas","2,311"
"Rio Vista,  Texas","1,216"
"Rising Star,  Texas",778
"River Oaks,  Texas","7,505"
"Riverside,  Texas",612
"Road Runner,  Texas",856
"Roanoke,  Texas","10,895"
"Roaring Springs,  Texas",204
"Robert Lee,  Texas","1,063"
"Robinson,  Texas","12,986"
"Robs,  Texas","10,383"
"Roby,  Texas",588
"Rochester,  Texas",251
"Rockdale,  Texas","5,637"
"Rockport,  Texas","11,069"
"Rocksprings,  Texas",847
"Rockwall,  Texas","53,547"
"Rocky Mound,  Texas",61
"Rogers,  Texas","1,099"
"Rollingwood,  Texas","1,438"
"Roma,  Texas","11,635"
"Roman Forest,  Texas","2,367"
"Ropesville,  Texas",453
"Roscoe,  Texas","1,209"
"Rosebud,  Texas","1,341"
"Rose ,  Texas",341
"Rose Hill Acres,  Texas",332
"Rosenberg,  Texas","42,571"
"Ross,  Texas",199
"Rosser village,   Texas",390
"Rotan,  Texas","1,324"
"Round Mountain,  Texas",118
"Round Rock,  Texas","135,359"
"Round Top,  Texas",95
"Rowlett,  Texas","68,123"
"Roxton,  Texas",555
"Royse ,  Texas","26,387"
"Rule,  Texas",561
"Runaway Bay,  Texas","2,123"
"Runge,  Texas",960
"Rusk,  Texas","5,553"
"Sabinal,  Texas","1,383"
"Sachse,  Texas","33,008"
"Sadler,  Texas",366
"Saginaw,  Texas","26,116"
"St. Hedwig,  Texas","2,377"
"St. Jo,  Texas",950
"St. Paul,  Texas","1,002"
"Salado village,   Texas","2,483"
"San Angelo,  Texas","100,159"
"San Antonio,  Texas","1,526,656"
"San Augustine,  Texas","1,848"
"San Benito,  Texas","24,712"
"Sanctuary,  Texas",383
"San Diego,  Texas","3,620"
"Sandy Oaks,  Texas","5,698"
"Sandy Point,  Texas",240
"San Elizario,  Texas","10,128"
"San Felipe,  Texas",717
"Sanford,  Texas",130
"Sanger,  Texas","10,142"
"San Juan,  Texas","37,341"
"San Leanna village,   Texas",517
"San Marcos,  Texas","74,316"
"San Patricio,  Texas",450
"San Perlita,  Texas",543
"San Saba,  Texas","2,866"
"Sansom Park,  Texas","5,402"
"Santa Anna,  Texas","1,052"
"Santa Clara,  Texas",753
"Santa Fe,  Texas","13,131"
"Santa Rosa,  Texas","2,366"
"Savoy,  Texas",849
"Schertz,  Texas","44,428"
"Schulenburg,  Texas","2,839"
"Scotland,  Texas",438
"Scottsville,  Texas",339
"Scurry,  Texas",871
"Seabrook,  Texas","13,976"
"Seadrift,  Texas","1,056"
"Seagoville,  Texas","20,124"
"Seagraves,  Texas","2,260"
"Sealy,  Texas","7,553"
"Seguin,  Texas","38,789"
"Selma,  Texas","11,900"
"Seminole,  Texas","7,386"
"Seven Oaks,  Texas",75
"Seven Points,  Texas","1,515"
"Seymour,  Texas","2,622"
"Shady Shores,  Texas","3,005"
"Shallowater,  Texas","2,972"
"Shamrock,  Texas","1,717"
"Shavano Park,  Texas","3,807"
"Shenandoah,  Texas","3,839"
"Shepherd,  Texas","1,979"
"Sherman,  Texas","50,229"
"Shiner,  Texas","2,163"
"Shoreacres,  Texas","1,540"
"Silsbee,  Texas","6,711"
"Silverton,  Texas",653
"Simonton,  Texas",662
"Sinton,  Texas","5,648"
"Skelly,  Texas",389
"Slaton,  Texas","5,698"
"Smiley,  Texas",490
"Smithville,  Texas","4,335"
"Smyer,  Texas",444
"Snook,  Texas",551
"Snyder,  Texas","11,151"
"Socorro,  Texas","38,642"
"Somerset,  Texas","1,843"
"Somerville,  Texas","1,478"
"Sonora,  Texas","2,420"
"Sour Lake,  Texas","1,845"
"South Frydek,  Texas",223
"South Houston,  Texas","16,146"
"Southlake,  Texas","31,500"
"Southmayd,  Texas","1,093"
"South Mountain,  Texas",410
"South Padre Island,  Texas","2,076"
"Southside Place,  Texas","1,908"
"Spearman,  Texas","2,994"
"Splendora,  Texas","2,063"
"Spofford,  Texas",44
"Spring Branch,  Texas",254
"Springlake,  Texas",141
"Spring,  Texas","4,843"
"Spring Valley Village,  Texas","4,394"
"Spur,  Texas",843
"Stafford,  Texas","17,555"
"Stagecoach,  Texas",603
"Stamford,  Texas","2,952"
"Stanton,  Texas","2,629"
"Staples,  Texas",190
"Star Harbor,  Texas",525
"Stephenville,  Texas","22,147"
"Sterling ,  Texas","1,127"
"Stinnett,  Texas","1,599"
"Stockdale,  Texas","1,488"
"Stockton Bend,  Texas",413
"Stratford,  Texas","1,964"
"Strawn,  Texas",571
"Streetman,  Texas",271
"Sudan,  Texas",937
"Sugar Land,  Texas","109,851"
"Sullivan ,  Texas","3,900"
"Sulphur Springs,  Texas","16,891"
"Sundown,  Texas","1,306"
"Sunnyvale,  Texas","8,839"
"Sunray,  Texas","1,735"
"Sunrise Beach Village,  Texas",803
"Sunset Valley,  Texas",617
"Sun Valley,  Texas",74
"Surfside Beach,  Texas",704
"Sweeny,  Texas","3,602"
"Sweetwater,  Texas","10,196"
"Taft,  Texas","2,929"
"Tahoka,  Texas","2,507"
"Talco,  Texas",487
"Talty,  Texas","3,198"
"Tatum,  Texas","1,400"
"Taylor,  Texas","17,872"
"Taylor Lake Village,  Texas","3,792"
"Taylor Landing,  Texas",286
"Teague,  Texas","3,569"
"Tehuacana,  Texas",230
"Temple,  Texas","96,267"
"Tenaha,  Texas","1,002"
"Terrell,  Texas","22,977"
"Terrell Hills,  Texas","5,142"
"Texarkana,  Texas","35,971"
"Texas ,  Texas","57,875"
"Texhoma,  Texas",252
"Texline,  Texas",492
"The Colony,  Texas","45,897"
"The Hills village,   Texas","2,342"
"Thompsons,  Texas",184
"Thorndale,  Texas","1,388"
"Thornton,  Texas",427
"Thorntonville,  Texas",540
"Thrall,  Texas",873
"Three Rivers,  Texas","1,803"
"Throckmorton,  Texas",765
"Tiki Island village,   Texas","1,120"
"Timbercreek Canyon village,   Texas",476
"Timpson,  Texas","1,002"
"Tioga,  Texas","1,288"
"Tira,  Texas",341
"Toco,  Texas",93
"Todd Mission,  Texas",131
"Tolar,  Texas","1,339"
"Tomball,  Texas","15,152"
"Tom Bean,  Texas",950
"Tool,  Texas","2,380"
" of Pecos,  Texas","10,224"
"Toyah,  Texas",59
"Trent,  Texas",295
"Trenton,  Texas",852
"Trinidad,  Texas",853
"Trinity,  Texas","2,474"
"Trophy Club,  Texas","13,704"
"Troup,  Texas","2,141"
"Troy,  Texas","3,427"
"Tulia,  Texas","4,360"
"Turkey,  Texas",326
"Tuscola,  Texas",847
"Tye,  Texas","1,241"
"Tyler,  Texas","112,219"
"Uhland,  Texas","1,885"
"Uncertain,  Texas",85
"Union Grove,  Texas",476
"Union Valley,  Texas",511
"Universal ,  Texas","20,267"
"University Park,  Texas","25,268"
"Uvalde,  Texas","15,589"
"Valentine,  Texas",63
"Valley Mills,  Texas","1,302"
"Valley View,  Texas",891
"Van,  Texas","2,944"
"Van Alstyne,  Texas","7,220"
"Van Horn,  Texas","2,011"
"Vega,  Texas",911
"Venus,  Texas","8,209"
"Vernon,  Texas","9,728"
"Victoria,  Texas","66,020"
"Vidor,  Texas","9,686"
"Vinton village,   Texas","2,013"
"Volente village,   Texas",522
"Von Ormy,  Texas","1,215"
"Waco,  Texas","146,608"
"Waelder,  Texas",955
"Wake Village,  Texas","5,813"
"Waller,  Texas","4,138"
"Wallis,  Texas","1,360"
"Walnut Springs,  Texas",898
"Warren ,  Texas",323
"Waskom,  Texas","1,942"
"Watauga,  Texas","23,120"
"Waxahachie,  Texas","48,617"
"Weatherford,  Texas","39,397"
"Webberville village,   Texas",472
"Webster,  Texas","12,548"
"Weimar,  Texas","2,194"
"Weinert,  Texas",173
"Weir,  Texas",770
"Wellington,  Texas","1,857"
"Wellman,  Texas",228
"Wells,  Texas",903
"Weslaco,  Texas","43,864"
"West,  Texas","2,597"
"Westbrook,  Texas",204
"West Columbia,  Texas","3,649"
"Westlake,  Texas","2,017"
"West Lake Hills,  Texas","3,208"
"Weston,  Texas",930
"Weston Lakes,  Texas","4,514"
"West Orange,  Texas","3,397"
"Westover Hills,  Texas",639
"West Tawakoni,  Texas","2,187"
"West University Place,  Texas","15,149"
"Westworth Village,  Texas","2,717"
"Wharton,  Texas","8,755"
"Wheeler,  Texas","1,449"
"White Deer,  Texas","1,037"
"Whiteface,  Texas",378
"Whitehouse,  Texas","9,781"
"White Oak,  Texas","6,241"
"Whitesboro,  Texas","4,145"
"White Settlement,  Texas","18,099"
"Whitewright,  Texas","1,761"
"Whitney,  Texas","2,124"
"Wichita Falls,  Texas","102,372"
"Wickett,  Texas",427
"Willis,  Texas","7,222"
"Willow Park,  Texas","6,851"
"Wills Point,  Texas","4,050"
"Wilmer,  Texas","6,774"
"Wilson,  Texas",457
"Wimberley,  Texas","2,889"
"Windcrest,  Texas","5,782"
"Windom,  Texas",201
"Windthorst,  Texas",353
"Winfield,  Texas",422
"Wink,  Texas",878
"Winnsboro,  Texas","3,661"
"Winona,  Texas",686
"Winters,  Texas","2,281"
"Wixon Valley,  Texas",233
"Wolfe ,  Texas","1,481"
"Wolfforth,  Texas","7,982"
"Woodbranch,  Texas","1,587"
"Woodcreek,  Texas","1,886"
"Woodloch,  Texas",179
"Woodsboro,  Texas","1,291"
"Woodson,  Texas",236
"Woodville,  Texas","2,347"
"Woodway,  Texas","9,686"
"Wortham,  Texas","1,034"
"Wylie,  Texas","62,954"
"Yantis,  Texas",440
"Yoakum,  Texas","5,875"
"York,  Texas","1,785"
"Zavalla,  Texas",619
"Alpine,  Utah","10,548"
"Alta,  Utah",228
"Altamont,  Utah",250
"Alton,  Utah",116
"Amalga,  Utah",517
"American Fork,  Utah","41,298"
"Annabella,  Utah",886
"Antimony,  Utah",123
"Apple Valley,  Utah",931
"Aurora,  Utah","1,053"
"Ballard,  Utah","1,277"
"Bear River ,  Utah",901
"Beaver,  Utah","3,749"
"Bicknell,  Utah",328
"Big Water,  Utah",535
"Blanding,  Utah","3,216"
"Bluff,  Utah",250
"Bluffdale,  Utah","19,393"
"Boulder,  Utah",244
"Bountiful,  Utah","45,024"
"Brian Head,  Utah",164
"Brigham ,  Utah","20,319"
"Brighton,  Utah",466
"Bryce Canyon ,  Utah",352
"Cannonville,  Utah",191
"Castle Dale,  Utah","1,537"
"Castle Valley,  Utah",367
"Cedar ,  Utah","40,885"
"Cedar Fort,  Utah",420
"Cedar Hills,  Utah","9,916"
"Centerfield,  Utah","1,446"
"Centerville,  Utah","16,560"
"Central Valley,  Utah",683
"Charleston,  Utah",409
"Circleville,  Utah",537
"Clarkston,  Utah",764
"Clawson,  Utah",168
"Clearfield,  Utah","34,778"
"Cleveland,  Utah",516
"Clinton,  Utah","23,728"
"Coalville,  Utah","1,541"
"Copperton metro ship,   Utah",889
"Corinne,  Utah",879
"Cornish,  Utah",287
"Cottonwood Heights,  Utah","32,437"
"Daniel,  Utah",841
"Delta,  Utah","3,730"
"Deweyville,  Utah",455
"Draper,  Utah","50,166"
"Duchesne,  Utah","1,664"
"Dutch John,  Utah",139
"Eagle Mountain,  Utah","60,575"
"East Carbon,  Utah","1,566"
"Elk Ridge,  Utah","5,003"
"Elmo,  Utah",423
"Elsinore,  Utah",882
"Elwood,  Utah","1,333"
"Emery,  Utah",317
"Emigration Canyon metro ship,   Utah","1,572"
"Enoch,  Utah","8,664"
"Enterprise,  Utah","2,400"
"Ephraim,  Utah","6,220"
"Erda,  Utah","4,035"
"Escalante,  Utah",822
"Eureka,  Utah",661
"Fairfield,  Utah",158
"Fairview,  Utah","1,302"
"Farmington,  Utah","26,163"
"Farr West,  Utah","8,121"
"Fayette,  Utah",269
"Ferron,  Utah","1,525"
"Fielding,  Utah",631
"Fillmore,  Utah","2,788"
"Fountain Green,  Utah","1,303"
"Francis,  Utah","1,857"
"Fruit Heights,  Utah","5,969"
"Garden ,  Utah",732
"Garland,  Utah","2,772"
"Genola,  Utah","1,653"
"Glendale,  Utah",333
"Glenwood,  Utah",492
"Goshen,  Utah",984
"Grantsville,  Utah","15,682"
"Green River,  Utah",887
"Gunnison,  Utah","3,617"
"Hanksville,  Utah",170
"Harrisville,  Utah","6,947"
"Hatch,  Utah",139
"Heber,  Utah","19,042"
"Helper,  Utah","2,126"
"Henefer,  Utah",817
"Henrieville,  Utah",231
"Herriman,  Utah","62,352"
"Hideout,  Utah","1,489"
"Highland,  Utah","21,146"
"Hildale,  Utah","1,261"
"Hinckley,  Utah",641
"Holden,  Utah",459
"Holladay,  Utah","30,588"
"Honeyville,  Utah","1,783"
"Hooper,  Utah","9,548"
"Howell,  Utah",237
"Huntington,  Utah","1,984"
"Huntsville,  Utah",603
"Hurricane,  Utah","24,753"
"Hyde Park,  Utah","5,766"
"Hyrum,  Utah","11,043"
"Independence,  Utah",108
"Interlaken,  Utah",156
"Ivins,  Utah","11,108"
"Joseph,  Utah",306
"Junction,  Utah",209
"Kamas,  Utah","2,145"
"Kanab,  Utah","5,291"
"Kanarraville,  Utah",495
"Kanosh,  Utah",502
"Kaysville,  Utah","33,252"
"Kearns metro ship,   Utah","39,398"
"Kingston,  Utah",135
"Koosharem,  Utah",310
"Lake Point,  Utah","2,738"
"Lake,  Utah",324
"La Verkin,  Utah","4,529"
"Layton,  Utah","84,348"
"Leamington,  Utah",278
"Leeds,  Utah",860
"Lehi,  Utah","93,446"
"Levan,  Utah",915
"Lewiston,  Utah","1,971"
"Lindon,  Utah","12,018"
"Loa,  Utah",511
"Logan,  Utah","56,770"
"Lyman,  Utah",217
"Lynndyl,  Utah",123
"Magna metro ship,   Utah","31,381"
"Manila,  Utah",321
"Manti,  Utah","3,712"
"Mantua,  Utah","1,354"
"Mapleton,  Utah","14,812"
"Marriott-Slaterville,  Utah","2,238"
"Marysvale,  Utah",473
"Mayfield,  Utah",603
"Meadow,  Utah",348
"Mendon,  Utah","1,340"
"Midvale,  Utah","36,219"
"Midway,  Utah","6,064"
"Milford,  Utah","1,439"
"Millcreek,  Utah","64,217"
"Millville,  Utah","2,490"
"Minersville,  Utah",882
"Moab,  Utah","5,242"
"Mona,  Utah","1,950"
"Monroe,  Utah","2,711"
"Monticello,  Utah","1,757"
"Morgan,  Utah","4,553"
"Moroni,  Utah","1,673"
"Mount Pleasant,  Utah","3,935"
"Murray,  Utah","50,817"
"Myton,  Utah",570
"Naples,  Utah","2,492"
"Nephi,  Utah","7,326"
"New Harmony,  Utah",248
"Newton,  Utah",845
"Nibley,  Utah","8,615"
"North Logan,  Utah","11,727"
"North Ogden,  Utah","22,908"
"North Salt Lake,  Utah","23,593"
"Oak ,  Utah",633
"Oakley,  Utah","1,566"
"Ogden,  Utah","88,656"
"Orangeville,  Utah","1,269"
"Orderville,  Utah",589
"Orem,  Utah","96,646"
"Panguitch,  Utah","1,788"
"Paradise,  Utah","1,048"
"Paragonah,  Utah",577
"Park ,  Utah","8,292"
"Parowan,  Utah","3,283"
"Payson,  Utah","24,666"
"Perry,  Utah","6,111"
"Plain ,  Utah","8,880"
